time_s,reference_position_rad,load_torque_nm,true_position_rad,true_speed_rad_s,true_current_a,estimated_position_rad,estimated_speed_rad_s,estimated_current_a,position_estimation_error_rad,speed_estimation_error_rad_s,current_estimation_error_a,normalized_estimation_error_max,requested_voltage_v,applied_voltage_v,saturated
0.011,0.01,0.0,2.274952501652253e-06,0.0006024667415743011,0.10918021616593457,2.274952501652253e-06,0.0006024667415743011,0.10918021616593457,0.0,0.0,0.0,0.0,4.426779029471145,4.426779029471145,0
0.012,0.01,0.0,2.9302604094681373e-06,0.0007094085941441459,0.11780677125542269,2.9302604094681373e-06,0.0007094085941441459,0.11780677125542269,0.0,0.0,0.0,0.0,4.3349252928456625,4.3349252928456625,0
0.013000000000000001,0.01,0.0,3.6962427808141194e-06,0.0008237698427361902,0.12623256437685557,3.6962427808141194e-06,0.0008237698427361902,0.12623256437685557,0.0,0.0,0.0,0.0,4.244590164225421,4.244590164225421,0
0.014,0.01,0.0,4.58018256224785e-06,0.000945278614067868,0.13446103068821877,4.58018256224785e-06,0.000945278614067868,0.13446103068821877,0.0,0.0,0.0,0.0,4.155750605044261,4.155750605044261,0
0.015,0.01,0.0,5.5890938849616685e-06,0.0010736691317148647,0.14249555245833256,5.5890938849616685e-06,0.0010736691317148647,0.14249555245833256,0.0,0.0,0.0,0.0,4.0683839123863565,4.0683839123863565,0
0.016,0.01,0.0,6.729728105030374e-06,0.0012086816032076944,0.15033945984303385,6.729728105030374e-06,0.0012086816032076944,0.15033945984303385,0.0,0.0,0.0,0.0,3.982467714197387,3.982467714197387,0
0.017,0.01,0.0,8.008579731703165e-06,0.0013500621090184568,0.15799603165024112,8.008579731703165e-06,0.0013500621090184568,0.15799603165024112,0.0,0.0,0.0,0.0,3.8979799645632576,3.8979799645632576,0
0.018000000000000002,0.01,0.0,9.431892245615e-06,0.0014975624934079831,0.16546849609406006,9.431892245615e-06,0.0014975624934079831,0.16546849609406006,0.0,0.0,0.0,0.0,3.8148989390554275,3.8148989390554275,0
0.019,0.01,0.0,1.1005663808763047e-05,0.0016509402571040332,0.1727600315380846,1.1005663808763047e-05,0.0016509402571040332,0.1727600315380846,0.0,0.0,0.0,0.0,3.73320323014191,3.73320323014191,0
0.02,0.01,0.0,1.2735652868064804e-05,0.0018099584517816494,0.179873767228046,1.2735652868064804e-05,0.0018099584517816494,0.179873767228046,0.0,0.0,0.0,0.0,3.6528717426630273,3.6528717426630273,0
0.021,0.01,0.0,1.4627383654285775e-05,0.001974385576317211,0.1868127840139608,1.4627383654285775e-05,0.001974385576317211,0.1868127840139608,0.0,0.0,0.0,0.0,3.5738836893710033,3.5738836893710033,0
0.022,0.01,0.0,1.6686151578096357e-05,0.002143995474788167,0.1935801150619262,1.6686151578096357e-05,0.002143995474788167,0.1935801150619262,0.0,0.0,0.0,0.0,3.4962185865325144,3.4962185865325144,0
0.023,0.01,0.0,1.8917028524989776e-05,0.0023185672361908474,0.20017874655570905,1.8917028524989776e-05,0.0023185672361908474,0.20017874655570905,0.0,0.0,0.0,0.0,3.419856249593298,3.419856249593298,0
0.024,0.01,0.0,2.132486805076555e-05,0.0024978850958491798,0.20661161838827297,2.132486805076555e-05,0.0024978850958491798,0.20661161838827297,0.0,0.0,0.0,0.0,3.34477678890396,3.34477678890396,0
0.025,0.01,0.0,2.3914310479255934e-05,0.0026817383384875352,0.2128816248433858,2.3914310479255934e-05,0.0026817383384875352,0.2128816248433858,0.0,0.0,0.0,0.0,3.2709606055061258,3.2709606055061258,0
0.026000000000000002,0.01,0.0,2.6689787903946274e-05,0.0028699212029413583,0.21899161526744812,2.6689787903946274e-05,0.0028699212029413583,0.21899161526744812,0.0,0.0,0.0,0.0,3.1983883869780727,3.1983883869780727,0
0.027,0.01,0.0,2.9655529095114072e-05,0.0030622327884796104,0.22494439473168057,2.9655529095114072e-05,0.0030622327884796104,0.22494439473168057,0.0,0.0,0.0,0.0,3.12704110333903,3.12704110333903,0
0.028,0.01,0.0,3.281556431408571e-05,0.003258476962713474,0.2307427246848071,3.281556431408571e-05,0.003258476962713474,0.2307427246848071,0.0,0.0,0.0,0.0,3.0569000030113043,3.0569000030113043,0
0.029,0.01,0.0,3.617373003618453e-05,0.00345846227106614,0.23638932359636797,3.617373003618453e-05,0.00345846227106614,0.23638932359636797,0.0,0.0,0.0,0.0,2.987946608839438,2.987946608839438,0
0.03,0.01,0.0,3.973367358391884e-05,0.0036620018477788842,0.24188686759079572,3.973367358391884e-05,0.0036620018477788842,0.24188686759079572,0.0,0.0,0.0,0.0,2.920162714165583,2.920162714165583,0
0.031,0.01,0.0,4.349885767193405e-05,0.0038689133284290304,0.24723799107238453,4.349885767193405e-05,0.0038689133284290304,0.24723799107238453,0.0,0.0,0.0,0.0,2.853530378960316,2.853530378960316,0
0.032,0.01,0.0,4.747256486522861e-05,0.004079018763935748,0.25244528734128197,4.747256486522861e-05,0.004079018763935748,0.25244528734128197,0.0,0.0,0.0,0.0,2.788031926008107,2.788031926008107,0
0.033,0.01,0.0,5.165790195210976e-05,0.004292144536030024,0.25751130920063026,5.165790195210976e-05,0.004292144536030024,0.25751130920063026,0.0,0.0,0.0,0.0,2.7236499371466785,2.7236499371466785,0
0.034,0.01,0.0,5.60578042333417e-05,0.004508121274165476,0.26243856955498246,5.60578042333417e-05,0.004508121274165476,0.26243856955498246,0.0,0.0,0.0,0.0,2.6603672495595037,2.6603672495595037,0
0.035,0.01,0.0,6.067503972891537e-05,0.004726783773847083,0.2672295420001169,6.067503972891537e-05,0.004726783773847083,0.2672295420001169,0.0,0.0,0.0,0.0,2.598166952120689,2.598166952120689,0
0.036000000000000004,0.01,0.0,6.551221330384643e-05,0.004947970916355179,0.271886661404372,6.551221330384643e-05,0.004947970916355179,0.271886661404372,0.0,0.0,0.0,0.0,2.5370323817915117,2.5370323817915117,0
0.037,0.01,0.0,7.057177071438569e-05,0.0051715255898425036,0.2764123244816214,7.057177071438569e-05,0.0051715255898425036,0.2764123244816214,0.0,0.0,0.0,0.0,2.47694712006789,2.47694712006789,0
0.038,0.01,0.0,7.585600257600384e-05,0.005397294611782349,0.28080889035600787,7.585600257600384e-05,0.005397294611782349,0.28080889035600787,0.0,0.0,0.0,0.0,2.4178949894780604,2.4178949894780604,0
0.039,0.01,0.0,8.136704825449099e-05,0.0056251286527462295,0.28507868111855295,8.136704825449099e-05,0.0056251286527462295,0.28507868111855295,0.0,0.0,0.0,0.0,2.359860050129772,2.359860050129772,0
0.04,0.01,0.0,8.71068996814897e-05,0.005854882161489817,0.2892239823757568,8.71068996814897e-05,0.005854882161489817,0.2892239823757568,0.0,0.0,0.0,0.0,2.302826596306296,2.302826596306296,0
0.041,0.01,0.0,9.307740509575936e-05,0.006086413291326227,0.2932470437903029,9.307740509575936e-05,0.006086413291326227,0.2932470437903029,0.0,0.0,0.0,0.0,2.2467791531105554,2.2467791531105554,0
0.042,0.01,0.0,9.928027271144892e-05,0.006319583827766017,0.2971500796139784,9.928027271144892e-05,0.006319583827766017,0.2971500796139784,0.0,0.0,0.0,0.0,2.1917024731567216,2.1917024731567216,0
0.043000000000000003,0.01,0.0,0.00010571707431463453,0.006554259117403628,0.30093526921292085,0.00010571707431463453,0.006554259117403628,0.30093526921292085,0.0,0.0,0.0,0.0,2.137581533308591,2.137581533308591,0
0.044,0.01,0.0,0.00011238924878935847,0.006790307998030269,0.30460475758530076,0.00011238924878935847,0.006790307998030269,0.30460475758530076,0.0,0.0,0.0,0.0,2.0844015314640956,2.0844015314640956,0
0.045,0.01,0.0,0.00011929810557438602,0.0070276027299535845,0.30816065587154606,0.00011929810557438602,0.0070276027299535845,0.30816065587154606,0.0,0.0,0.0,0.0,2.0321478833852953,2.0321478833852953,0
0.046,0.01,0.0,0.00012644482805187725,0.007266018928504706,0.311605041857215,0.00012644482805187725,0.007266018928504706,0.311605041857215,0.0,0.0,0.0,0.0,1.9808062195732208,1.9808062195732208,0
0.047,0.01,0.0,0.0001338304768691517,0.00750543549771364,0.31493996046862177,0.0001338304768691517,0.00750543549771364,0.31493996046862177,0.0,0.0,0.0,0.0,1.9303623821869245,1.9303623821869245,0
0.048,0.01,0.0,0.00014145599319470456,0.007745734565134176,0.318167424261317,0.00014145599319470456,0.007745734565134176,0.318167424261317,0.0,0.0,0.0,0.0,1.8808024220061337,1.8808024220061337,0
0.049,0.01,0.0,0.00014932220190961505,0.007986801417799843,0.32128941390152543,0.00014932220190961505,0.007986801417799843,0.32128941390152543,0.0,0.0,0.0,0.0,1.8321125954368802,1.8321125954368802,0
0.05,0.01,0.0,0.0001574298147354685,0.008228524439292688,0.3243078786406399,0.0001574298147354685,0.008228524439292688,0.3243078786406399,0.0,0.0,0.0,0.0,1.7842793615595118,1.7842793615595118,0
0.051000000000000004,0.01,0.0,0.00016577943329989622,0.008470795047906942,0.32722473678287056,0.00016577943329989622,0.008470795047906942,0.32722473678287056,0.0,0.0,0.0,0.0,1.7372893792184874,1.7372893792184874,0
0.052000000000000005,0.01,0.0,0.0001743715521408192,0.008713507635889938,0.3300418761461463,0.0001743715521408192,0.008713507635889938,0.3300418761461463,0.0,0.0,0.0,0.0,1.691129504153369,1.691129504153369,0
0.053,0.01,0.0,0.0001832065616504638,0.008956559509742867,0.33276115451636407,0.0001832065616504638,0.008956559509742867,0.33276115451636407,0.0,0.0,0.0,0.0,1.645786786170432,1.645786786170432,0
0.054,0.01,0.0,0.00019228475096020125,0.009199850831564268,0.3353844000950812,0.00019228475096020125,0.009199850831564268,0.3353844000950812,0.0,0.0,0.0,0.0,1.6012484663543236,1.6012484663543236,0
0.055,0.01,0.0,0.000201606310767245,0.00944328456141941,0.33791341194074254,0.000201606310767245,0.00944328456141941,0.33791341194074254,0.0,0.0,0.0,0.0,1.5575019743192056,1.5575019743192056,0
0.056,0.01,0.0,0.00021117133610422324,0.009686766400718954,0.34034996040353555,0.00021117133610422324,0.009686766400718954,0.34034996040353555,0.0,0.0,0.0,0.0,1.514534925498829,1.514534925498829,0
0.057,0.01,0.0,0.00022097982905262798,0.009930204736590552,0.3426957875539629,0.00022097982905262798,0.009930204736590552,0.3426957875539629,0.0,0.0,0.0,0.0,1.472335118474989,1.472335118474989,0
0.058,0.01,0.0,0.0002310317014011257,0.010173510587227328,0.3449526076052224,0.0002310317014011257,0.010173510587227328,0.3449526076052224,0.0,0.0,0.0,0.0,1.4308905323438328,1.4308905323438328,0
0.059000000000000004,0.01,0.0,0.0002413267772496979,0.010416597548197366,0.34712210732948157,0.0002413267772496979,0.010416597548197366,0.34712210732948157,0.0,0.0,0.0,0.0,1.3901893241194676,1.3901893241194676,0
0.06,0.01,0.0,0.0002518647955605657,0.010659381739698636,0.3492059464681344,0.0002518647955605657,0.010659381739698636,0.3492059464681344,0.0,0.0,0.0,0.0,1.3502198261743672,1.3502198261743672,0
0.061,0.01,0.0,0.000262645412656835,0.010901781754743996,0.3512057581361251,0.000262645412656835,0.010901781754743996,0.3512057581361251,0.0,0.0,0.0,0.0,1.3109705437160475,1.3109705437160475,0
0.062,0.01,0.0,0.00027366820466978613,0.011143718608261147,0.35312314922042365,0.00027366820466978613,0.011143718608261147,0.35312314922042365,0.0,0.0,0.0,0.0,1.2724301522994983,1.2724301522994983,0
0.063,0.01,0.0,0.0002849326699357139,0.011385115687092683,0.3549597007727357,0.0002849326699357139,0.011385115687092683,0.3549597007727357,0.0,0.0,0.0,0.0,1.2345874953748828,1.2345874953748828,0
0.064,0.01,0.0,0.00029643823134321216,0.011625898700881557,0.3567169683965296,0.00029643823134321216,0.011625898700881557,0.3567169683965296,0.0,0.0,0.0,0.0,1.1974315818699903,1.1974315818699903,0
0.065,0.01,0.0,0.00030818423863178076,0.011865995633827548,0.35839648262846047,0.00030818423863178076,0.011865995633827548,0.35839648262846047,0.0,0.0,0.0,0.0,1.160951583806976,1.160951583806976,0
0.066,0.01,0.0,0.0003201699706426177,0.012105336697300543,0.3599997493142715,0.0003201699706426177,0.012105336697300543,0.3599997493142715,0.0,0.0,0.0,0.0,1.125136833952884,1.125136833952884,0
0.067,0.01,0.0,0.00033239463752244793,0.012343854283296625,0.36152824997925087,0.00033239463752244793,0.012343854283296625,0.36152824997925087,0.0,0.0,0.0,0.0,1.0899768235034877,1.0899768235034877,0
0.068,0.01,0.0,0.0003448573828812236,0.01258148291872322,0.36298344219332196,0.0003448573828812236,0.01258148291872322,0.36298344219332196,0.0,0.0,0.0,0.0,1.055461199799991,1.055461199799991,0
0.069,0.01,0.0,0.00035755728590451804,0.012818159220499758,0.3643667599308425,0.00035755728590451804,0.012818159220499758,0.3643667599308425,0.0,0.0,0.0,0.0,1.0215797640781021,1.0215797640781021,0
0.07,0.01,0.0,0.00037049336342142333,0.013053821851460477,0.36567961392518883,0.00037049336342142333,0.013053821851460477,0.36567961392518883,0.0,0.0,0.0,0.0,0.9883224692490522,0.9883224692490522,0
0.07100000000000001,0.01,0.0,0.00038366457192874544,0.013288411477046267,0.3669233920181988,0.00038366457192874544,0.013288411477046267,0.3669233920181988,0.0,0.0,0.0,0.0,0.9556794177120889,0.9556794177120889,0
0.07200000000000001,0.01,0.0,0.0003970698095722809,0.013521870722772618,0.3680994595045467,0.0003970698095722809,0.013521870722772618,0.3680994595045467,0.0,0.0,0.0,0.0,0.9236408591980156,0.9236408591980156,0
0.073,0.01,0.0,0.00041070791808594387,0.013754144132460929,0.3692091594711226,0.00041070791808594387,0.013754144132460929,0.3692091594711226,0.0,0.0,0.0,0.0,0.8921971886433306,0.8921971886433306,0
0.074,0.01,0.0,0.0004245776846895011,0.013985178127220652,0.37025381313148664,0.0004245776846895011,0.013985178127220652,0.37025381313148664,0.0,0.0,0.0,0.0,0.8613389440945394,0.8613389440945394,0
0.075,0.01,0.0,0.0004386778439456593,0.014214920965169943,0.3712347201554689,0.0004386778439456593,0.014214920965169943,0.3712347201554689,0.0,0.0,0.0,0.0,0.8310568046422251,0.8310568046422251,0
0.076,0.01,0.0,0.00045300707957723744,0.014443322701882687,0.37215315899398366,0.00045300707957723744,0.014443322701882687,0.37215315899398366,0.0,0.0,0.0,0.0,0.8013415883844353,0.8013415883844353,0
0.077,0.01,0.0,0.0004675640262451438,0.014670335151549889,0.37301038719912666,0.0004675640262451438,0.014670335151549889,0.37301038719912666,0.0,0.0,0.0,0.0,0.7721842504189942,0.7721842504189942,0
0.078,0.01,0.0,0.0004823472712878675,0.014895911848843734,0.3738076417396216,0.0004823472712878675,0.014895911848843734,0.3738076417396216,0.0,0.0,0.0,0.0,0.7435758808643325,0.7435758808643325,0
0.079,0.01,0.0,0.0004973553564231796,0.01512000801147268,0.37454613931168346,0.0004973553564231796,0.01512000801147268,0.37454613931168346,0.0,0.0,0.0,0.0,0.7155077029084111,0.7155077029084111,0
0.08,0.01,0.0,0.0005125867794127311,0.015342580503416189,0.3752270766453624,0.0005125867794127311,0.015342580503416189,0.3752270766453624,0.0,0.0,0.0,0.0,0.687971070885375,0.687971070885375,0
0.081,0.01,0.0,0.00052803999569022,0.015563587798827896,0.3758516308064344,0.00052803999569022,0.015563587798827896,0.3758516308064344,0.0,0.0,0.0,0.0,0.660957468379519,0.660957468379519,0
0.082,0.01,0.0,0.0005437134199537913,0.01578298994659613,0.3764209594939003,0.0005437134199537913,0.01578298994659613,0.3764209594939003,0.0,0.0,0.0,0.0,0.6344585063562054,0.6344585063562054,0
0.083,0.01,0.0,0.0005596054277233221,0.016000748535550915,0.37693620133315714,0.0005596054277233221,0.016000748535550915,0.37693620133315714,0.0,0.0,0.0,0.0,0.6084659213193317,0.6084659213193317,0
0.084,0.01,0.0,0.0005757143568632318,0.016216826660306778,0.37739847616490313,0.0005757143568632318,0.016216826660306778,0.37739847616490313,0.0,0.0,0.0,0.0,0.5829715734949898,0.5829715734949898,0
0.085,0.01,0.0,0.0005920385090714495,0.016431188887730767,0.37780888532983664,0.0005920385090714495,0.016431188887730767,0.37780888532983664,0.0,0.0,0.0,0.0,0.5579674450409451,0.5579674450409451,0
0.08600000000000001,0.01,0.0,0.0006085761513351563,0.016643801224025343,0.37816851194921,0.0006085761513351563,0.016643801224025343,0.37816851194921,0.0,0.0,0.0,0.0,0.5334456382815658,0.5334456382815658,0
0.08700000000000001,0.01,0.0,0.0006253255173539152,0.016854631082415927,0.3784784212012964,0.0006253255173539152,0.016854631082415927,0.3784784212012964,0.0,0.0,0.0,0.0,0.5093983739678523,0.5093983739678523,0
0.088,0.01,0.0,0.0006422848089307859,0.01706364725143304,0.3787396605938289,0.0006422848089307859,0.01706364725143304,0.3787396605938289,0.0,0.0,0.0,0.0,0.4858179895622081,0.4858179895622081,0
0.089,0.01,0.0,0.0006594521973320148,0.01727081986377912,0.37895326023246856,0.0006594521973320148,0.01727081986377912,0.37895326023246856,0.0,0.0,0.0,0.0,0.462696937547606,0.462696937547606,0
0.09,0.01,0.0,0.0006768258246158805,0.01747612036577035,0.37912023308535836,0.0006768258246158805,0.01747612036577035,0.37912023308535836,0.0,0.0,0.0,0.0,0.4400277837608044,0.4400277837608044,0
0.091,0.01,0.0,0.0006944038049312641,0.017679521487343794,0.37924157524381913,0.0006944038049312641,0.017679521487343794,0.37924157524381913,0.0,0.0,0.0,0.0,0.41780320574927643,0.41780320574927643,0
0.092,0.01,0.0,0.0007121842257865063,0.017880997212620518,0.37931826617924225,0.0007121842257865063,0.017880997212620518,0.37931826617924225,0.0,0.0,0.0,0.0,0.3960159911515202,0.3960159911515202,0
0.093,0.01,0.0,0.0007301651492891001,0.018080522751015328,0.3793512689962337,0.0007301651492891001,0.018080522751015328,0.3793512689962337,0.0,0.0,0.0,0.0,0.3746590361004092,0.3746590361004092,0
0.094,0.01,0.0,0.000748344613356765,0.018278074508884027,0.3793415306820625,0.000748344613356765,0.018278074508884027,0.3793415306820625,0.0,0.0,0.0,0.0,0.35372534364928043,0.35372534364928043,0
0.095,0.01,0.0,0.0007667206329004311,0.018473630061699168,0.3792899823524666,0.0007667206329004311,0.018473630061699168,0.3792899823524666,0.0,0.0,0.0,0.0,0.33320802222041923,0.33320802222041923,0
0.096,0.01,0.0,0.0007852912009796612,0.018667168126745456,0.37919753949386864,0.0007852912009796612,0.018667168126745456,0.37919753949386864,0.0,0.0,0.0,0.0,0.3131002840756283,0.3131002840756283,0
0.097,0.01,0.0,0.000804054289931024,0.018858668536326076,0.37906510220205236,0.000804054289931024,0.018858668536326076,0.37906510220205236,0.0,0.0,0.0,0.0,0.29339544380858484,0.29339544380858484,0
0.098,0.01,0.0,0.0008230078524699248,0.019048112211471378,0.37889355541735015,0.0008230078524699248,0.019048112211471378,0.37889355541735015,0.0,0.0,0.0,0.0,0.2740869168586606,0.2740869168586606,0
0.099,0.01,0.0,0.0008421498227663939,0.01923548113614146,0.37868376915639196,0.0008421498227663939,0.01923548113614146,0.37868376915639196,0.0,0.0,0.0,0.0,0.25516821804591316,0.25516821804591316,0
0.1,0.01,0.0,0.0008614781174953198,0.019420758331914357,0.37843659874046487,0.0008614781174953198,0.019420758331914357,0.37843659874046487,0.0,0.0,0.0,0.0,0.23663296012694346,0.23663296012694346,0
0.101,0.01,0.0,0.0008809906368616108,0.01960392783315161,0.3781528850205311,0.0008809906368616108,0.01960392783315161,0.3781528850205311,0.0,0.0,0.0,0.0,0.21847485237133668,0.21847485237133668,0
0.10200000000000001,0.01,0.0,0.0009006852656007566,0.019784974662633237,0.37783345459895284,0.0009006852656007566,0.019784974662633237,0.37783345459895284,0.0,0.0,0.0,0.0,0.20068769915837592,0.20068769915837592,0
0.10300000000000001,0.01,0.0,0.0009205598739552576,0.01996388480765412,0.37747912004797074,0.0009205598739552576,0.01996388480765412,0.37747912004797074,0.0,0.0,0.0,0.0,0.1832653985937709,0.1832653985937709,0
0.10400000000000001,0.01,0.0,0.000940612318627377,0.020140645196574016,0.37709068012498265,0.000940612318627377,0.020140645196574016,0.37709068012498265,0.0,0.0,0.0,0.0,0.16620194114609088,0.16620194114609088,0
0.105,0.01,0.0,0.0009608404437086669,0.020315243675813586,0.3766689199846683,0.0009608404437086669,0.020315243675813586,0.3766689199846683,0.0,0.0,0.0,0.0,0.14949140830264263,0.14949140830264263,0
0.106,0.01,0.0,0.0009812420815867098,0.020487668987288772,0.37621461138800477,0.0009812420815867098,0.020487668987288772,0.37621461138800477,0.0,0.0,0.0,0.0,0.1331279712445168,0.1331279712445168,0
0.107,0.01,0.0,0.0010018150538295115,0.0206579107462762,0.37572851290821807,0.0010018150538295115,0.0206579107462762,0.37572851290821807,0.0,0.0,0.0,0.0,0.11710588954052348,0.11710588954052348,0
0.108,0.01,0.0,0.0010225571720479708,0.020825959419702195,0.3752113701337136,0.0010225571720479708,0.020825959419702195,0.3752113701337136,0.0,0.0,0.0,0.0,0.10141950985976234,0.10141950985976234,0
0.109,0.01,0.0,0.0010434662387368478,0.020991806304848332,0.3746639158680295,0.0010434662387368478,0.020991806304848332,0.3746639158680295,0.0,0.0,0.0,0.0,0.08606326470255432,0.08606326470255432,0
0.11,0.01,0.0,0.0010645400480946432,0.021155443508466296,0.3740868703268556,0.0010645400480946432,0.021155443508466296,0.3740868703268556,0.0,0.0,0.0,0.0,0.07103167114947961,0.07103167114947961,0
0.111,0.01,0.0,0.0010857763868227935,0.021316863926295174,0.37348094133215926,0.0010857763868227935,0.021316863926295174,0.37348094133215926,0.0,0.0,0.0,0.0,0.05631932962827513,0.05631932962827513,0
0.112,0.01,0.0,0.0011071730349045809,0.021476061222974307,0.3728468245034602,0.0011071730349045809,0.021476061222974307,0.3728468245034602,0.0,0.0,0.0,0.0,0.041920922698320595,0.041920922698320595,0
0.113,0.01,0.0,0.0011287277663641546,0.021633029812344894,0.37218520344629497,0.0011287277663641546,0.021633029812344894,0.37218520344629497,0.0,0.0,0.0,0.0,0.027831213852484993,0.027831213852484993,0
0.114,0.01,0.0,0.001150438350006041,0.021787764838133782,0.3714967499379116,0.001150438350006041,0.021787764838133782,0.3714967499379116,0.0,0.0,0.0,0.0,0.0140450463360704,0.0140450463360704,0
0.115,0.01,0.0,0.0011723025501355292,0.021940262155012834,0.37078212411023326,0.0011723025501355292,0.021940262155012834,0.37078212411023326,0.0,0.0,0.0,0.0,0.000557341982635684,0.000557341982635684,0
0.116,0.01,0.0,0.001194318127260299,0.022090518310027504,0.37004197463013133,0.001194318127260299,0.022090518310027504,0.37004197463013133,0.0,0.0,0.0,0.0,-0.012636899933573531,-0.012636899933573531,0
0.117,0.01,0.0,0.001216482838773661,0.02223853052438821,0.36927693887704527,0.001216482838773661,0.02223853052438821,0.36927693887704527,0.0,0.0,0.0,0.0,-0.025542603828780486,-0.025542603828780486,0
0.11800000000000001,0.01,0.0,0.0012387944396197654,0.02238429667561834,0.36848764311798843,0.0012387944396197654,0.02238429667561834,0.36848764311798843,0.0,0.0,0.0,0.0,-0.038164618924689364,-0.038164618924689364,0
0.11900000000000001,0.01,0.0,0.0012612506829411353,0.022527815280052755,0.36767470267997643,0.0012612506829411353,0.022527815280052755,0.36767470267997643,0.0,0.0,0.0,0.0,-0.05050772034755635,-0.05050772034755635,0
0.12,0.01,0.0,0.0012838493207088715,0.022669085475680705,0.36683872211991536,0.0012838493207088715,0.022669085475680705,0.36683872211991536,0.0,0.0,0.0,0.0,-0.06257661021155148,-0.06257661021155148,0
0.121,0.01,0.0,0.00130658810433587,0.022808107005327264,0.3659802953919867,0.00130658810433587,0.022808107005327264,0.3659802953919867,0.0,0.0,0.0,0.0,-0.07437591868663951,-0.07437591868663951,0
0.122,0.01,0.0,0.0013294647852733865,0.022944880200167442,0.365100006012564,0.0013294647852733865,0.022944880200167442,0.365100006012564,0.0,0.0,0.0,0.0,-0.08591020505118951,-0.08591020505118951,0
0.123,0.01,0.0,0.0013524771155912804,0.023079405963567223,0.3641984272226978,0.0013524771155912804,0.023079405963567223,0.3641984272226978,0.0,0.0,0.0,0.0,-0.09718395872953511,-0.09718395872953511,0
0.124,0.01,0.0,0.0013756228485422603,0.023211685755245837,0.3632761221482029,0.0013756228485422603,0.023211685755245837,0.3632761221482029,0.0,0.0,0.0,0.0,-0.10820160031469328,-0.10820160031469328,0
0.125,0.01,0.0,0.0013988997391104502,0.02334172157575377,0.36233364395738243,0.0013988997391104502,0.02334172157575377,0.36233364395738243,0.0,0.0,0.0,0.0,-0.11896748257645395,-0.11896748257645395,0
0.126,0.01,0.0,0.0014223055445445893,0.023469515951260962,0.3613715360164237,0.0014223055445445893,0.023469515951260962,0.3613715360164237,0.0,0.0,0.0,0.0,-0.12948589145505096,-0.12948589145505096,0
0.127,0.01,0.0,0.0014458380248761722,0.02359507191864987,0.3603903320424975,0.0014458380248761722,0.02359507191864987,0.3603903320424975,0.0,0.0,0.0,0.0,-0.1397610470406061,-0.1397610470406061,0
0.128,0.01,0.0,0.0014694949434228336,0.02371839301090805,0.35939055625459576,0.0014694949434228336,0.02371839301090805,0.35939055625459576,0.0,0.0,0.0,0.0,-0.14979710453855866,-0.14979710453855866,0
0.129,0.01,0.0,0.0014932740672772727,0.023839483242815065,0.3583727235221387,0.0014932740672772727,0.023839483242815065,0.3583727235221387,0.0,0.0,0.0,0.0,-0.15959815522128018,-0.15959815522128018,0
