time_s,armature_voltage_v,opposing_load_torque_nm,shaft_position_rad,shaft_speed_rad_s,armature_current_a
0.026000000000000002,1.0,0.0,5.425209599218365e-06,0.0006101806167598431,0.05067102607030396
0.027,1.0,0.0,6.057916222786538e-06,0.0006554732667512914,0.052567773983717224
0.028,1.0,0.0,6.736634376179605e-06,0.0007022006534164373,0.054460731272956
0.029,1.0,0.0,7.4627897584853756e-06,0.0007503447329140492,0.056349905483207015
0.03,1.0,0.0,8.237790118627254e-06,0.0007998876484423656,0.05823530414494034
0.031,1.0,0.0,9.063025441464292e-06,0.0008508117283633908,0.06011693477393509
0.032,1.0,0.0,9.939868132024898e-06,0.0009030994843458803,0.06199480487130509
0.033,1.0,0.0,1.0869673197892804e-05,0.0009567336095268281,0.06386892192352453
0.034,1.0,0.0,1.1853778429763675e-05,0.0010116969766912737,0.06573929340245359
0.035,1.0,0.0,1.2893504580190637e-05,0.001067972636470246,0.0676059267653641
0.036000000000000004,1.0,0.0,1.3990155540536719e-05,0.0011255438155566631,0.06946882945496514
0.037,1.0,0.0,1.5145018516152107e-05,0.0011843939149390104,0.07132800889942864
0.038,1.0,0.0,1.63593641997939e-05,0.0012445065081526172,0.07318347251241493
0.039,1.0,0.0,1.763444694330584e-05,0.0013058653395483625,0.07503522769309834
0.04,1.0,0.0,1.8971504927575437e-05,0.0013684543225786292,0.07688328182619274
0.041,1.0,0.0,2.037176033078555e-05,0.0014322575381003411,0.07872764228197705
0.042,1.0,0.0,2.183641949497752e-05,0.0014972592326949088,0.0805683164163208
0.043000000000000003,1.0,0.0,2.3366673090942598e-05,0.00156344381700492,0.08240531157070956
0.044,1.0,0.0,2.496369628145838e-05,0.0016307958640874025,0.08423863507227047
0.045,1.0,0.0,2.662864888288674e-05,0.0016993001077835006,0.08606829423379769
0.046,1.0,0.0,2.8362675525149535e-05,0.001768941441104396,0.08789429635377781
0.047,1.0,0.0,3.0166905810098338e-05,0.0018397049146333178,0.0897166487164153
0.048,1.0,0.0,3.2042454468294116e-05,0.0019115757349434741,0.09153535859165791
0.049,1.0,0.0,3.399042151421276e-05,0.0019845392630317544,0.09335043323522207
0.05,1.0,0.0,3.601189239989212e-05,0.0020585810127680395,0.09516187988861821
0.051000000000000004,1.0,0.0,3.81079381670361e-05,0.0021336866493599682,0.09696970577917614
0.052000000000000005,1.0,0.0,4.027961559759119e-05,0.0022098419878330035,0.09877391812007037
0.053,1.0,0.0,4.252796736281063e-05,0.0022870329915256477,0.1005745241103454
0.054,1.0,0.0,4.485402217082132e-05,0.0023652457705996568,0.10237153093494102
0.055,1.0,0.0,4.725879491270836e-05,0.0024444665805651027,0.10416494576471755
0.056,1.0,0.0,4.9743286807132054e-05,0.0025246818208201362,0.10595477575648113
0.057,1.0,0.0,5.2308485543491916e-05,0.0026058780332053064,0.10774102805300888
0.058,1.0,0.0,5.4955365423652246e-05,0.0026880419005722864,0.10952370978307412
0.059000000000000004,1.0,0.0,5.768488750224358e-05,0.00277116024536687,0.11130282806147156
0.06,1.0,0.0,6.049799972555419e-05,0.0028552200282260893,0.11307838998904245
0.061,1.0,0.0,6.33956370690257e-05,0.002940208346589317,0.1148504026526997
0.062,1.0,0.0,6.637872167336678e-05,0.0030261124333232155,0.11661887312545301
0.063,1.0,0.0,6.944816297929861e-05,0.0031129196553603905,0.11838380846643391
0.064,1.0,0.0,7.26048578609458e-05,0.0032006175123516158,0.12014521572092089
0.065,1.0,0.0,7.584969075788627e-05,0.0032891936353314946,0.1219031019203644
0.066,1.0,0.0,7.918353380587354e-05,0.0033786357853974216,0.12365747408241184
0.067,1.0,0.0,8.260724696624437e-05,0.0034689318524017145,0.12540833921093264
0.068,1.0,0.0,8.612167815402528e-05,0.0035600698536567854,0.12715570429604311
0.069,1.0,0.0,8.972766336475054e-05,0.0036520379326532176,0.12889957631413151
0.07,1.0,0.0,9.342602680000481e-05,0.003744824357790626,0.1306399622278829
0.07100000000000001,1.0,0.0,9.721758099170277e-05,0.0038384175211211694,0.13237686898630402
0.07200000000000001,1.0,0.0,0.00010110312692511873,0.003932805937105588,0.13411030352474818
0.073,1.0,0.0,0.00010508345416067833,0.004027978241381644,0.13584027276494015
0.074,1.0,0.0,0.00010915934095452497,0.004123923189544845,0.13756678361500094
0.075,1.0,0.0,0.00011333155437787294,0.004220629655941319,0.13928984296947255
0.076,1.0,0.0,0.00011760085043515956,0.004318086632472726,0.14100945770934287
0.077,1.0,0.0,0.00012196797418100806,0.004416283227413088,0.14272563470207025
0.078,1.0,0.0,0.0001264336598360133,0.004515208664237416,0.1444383808016084
0.079,1.0,0.0,0.00013099863090136198,0.00461485228046201,0.14614770284843093
0.08,1.0,0.0,0.00013566360027229883,0.004715203526496338,0.1478536076695561
0.081,1.0,0.0,0.00014042927035045065,0.004816251964506348,0.14955610207857148
0.082,1.0,0.0,0.00014529633315501895,0.004917987267289119,0.15125519287565847
0.083,1.0,0.0,0.00015026547043285327,0.005020399217158743,0.15295088684761698
0.084,1.0,0.0,0.00015533735376741564,0.005123477704843305,0.1546431907678899
0.085,1.0,0.0,0.00016051264468664776,0.005227212728392867,0.15633211139658776
0.08600000000000001,1.0,0.0,0.00016579199476975145,0.005331594392098345,0.15801765548051305
0.08700000000000001,1.0,0.0,0.00017117604575289346,0.0054366129054211655,0.1596998297531849
0.088,1.0,0.0,0.00017666542963384521,0.005542258581933594,0.16137864093486337
0.089,1.0,0.0,0.00018226076877556828,0.005648521838269635,0.16305409573257398
0.09,1.0,0.0,0.0001879626760087559,0.005755393193086397,0.16472620084013204
0.091,1.0,0.0,0.00019377175473334112,0.005862863266035808,0.16639496293816702
0.092,1.0,0.0,0.0001996885990189817,0.005970922776746599,0.1680603886941469
0.093,1.0,0.0,0.00020571379370453214,0.006079562543816429,0.16972248476240254
0.094,1.0,0.0,0.00021184791449651292,0.0061887734838140685,0.1713812577841518
0.095,1.0,0.0,0.00021809152806658683,0.006298546610291538,0.173036714387524
0.096,1.0,0.0,0.00022444519214805242,0.006408873032806095,0.17468886118758392
0.097,1.0,0.0,0.0002309094556313642,0.006519743955951981,0.17633770478635624
0.098,1.0,0.0,0.00023748485865868963,0.0066311506784018205,0.17798325177284952
0.099,1.0,0.0,0.0002441719327175121,0.00674308459195759,0.17962550872308033
0.1,1.0,0.0,0.00025097120073328997,0.006855537180611049,0.18126448220009753
0.101,1.0,0.0,0.0002578831771611801,0.006968500019613545,0.18290017875400616
0.10200000000000001,1.0,0.0,0.00026490836807683643,0.007081964774555098,0.1845326049219916
0.10300000000000001,1.0,0.0,0.000272047271266292,0.0071959232004526735,0.18616176722834354
0.10400000000000001,1.0,0.0,0.0002793003763149338,0.007310367140847548,0.18778767218447998
0.105,1.0,0.0,0.0002866681646955796,0.007425288526911683,0.18941032628897117
0.106,1.0,0.0,0.00029415110985566545,0.007540679376563015,0.19102973602756357
0.107,1.0,0.0,0.0003017496773035529,0.007656531793589567,0.19264590787320374
0.108,1.0,0.0,0.00030946432469396504,0.0077728379667823064,0.1942588482860622
0.109,1.0,0.0,0.00031729550191255925,0.007889590169076649,0.19586856371355726
0.11,1.0,0.0,0.000325243651159646,0.008006780756702529,0.1974750605903788
0.111,1.0,0.0,0.00033330920703306225,0.008124402168342953,0.19907834533851215
0.112,1.0,0.0,0.0003414925966102067,0.008242446924300957,0.20067842436726172
0.113,1.0,0.0,0.0003497942395292474,0.008360907625674855,0.20227530407327474
0.114,1.0,0.0,0.0003582145480695077,0.008479776953541731,0.20386899084056498
0.115,1.0,0.0,0.0003667539272310402,0.008599047668149092,0.20545949104053637
0.116,1.0,0.0,0.0003754127748133966,0.008718712608114555,0.20704681103200667
0.117,1.0,0.0,0.0003841914814936006,0.00883876468963356,0.20863095716123098
0.11800000000000001,1.0,0.0,0.0003930904309033332,0.008959196905694947,0.21021193576192534
0.11900000000000001,1.0,0.0,0.0004021099997053371,0.009080002325304407,0.2117897531552903
0.12,1.0,0.0,0.0004112505576690483,0.009201174092715642,0.21336441565003433
0.121,1.0,0.0,0.0004205124677454632,0.009322705426669227,0.21493592954239735
0.122,1.0,0.0,0.0004298960861412478,0.009444589619639052,0.21650430111617408
0.123,1.0,0.0,0.0004394017623920976,0.009566820037086296,0.21806953664273757
0.124,1.0,0.0,0.0004490298394353548,0.009689390116720847,0.21963164238106245
0.125,1.0,0.0,0.0004587806536818909,0.00981229336777008,0.22119062457774832
0.126,1.0,0.0,0.0004686545350872615,0.009935523370254952,0.22274648946704306
0.127,1.0,0.0,0.00047865180722214115,0.010059073774273312,0.22429924327086606
0.128,1.0,0.0,0.0004887727873420447,0.010182938299290371,0.22584889219883147
0.129,1.0,0.0,0.000499017786456343,0.010307110733436252,0.22739544244827145
0.13,1.0,0.0,0.0005093871093965792,0.010431584932810557,0.2289389002042593
0.131,1.0,0.0,0.0005198810548840937,0.010556354820793862,0.23047927163963264
0.132,1.0,0.0,0.000530499915596964,0.010681414387366113,0.23201656291501646
0.133,1.0,0.0,0.0005412439782362653,0.010806757688431798,0.23355078017884628
0.134,1.0,0.0,0.0005521135235916613,0.010932378845151873,0.2350819295673911
0.135,1.0,0.0,0.0005631088266063287,0.011058272043282361,0.23661001720477648
0.136,1.0,0.0,0.000574230156441225,0.01118443153251954,0.2381350492030075
0.137,1.0,0.0,0.0005854777765387034,0.011310851625851683,0.23965703166199168
0.138,1.0,0.0,0.0005968519446854838,0.011437526698917266,0.24117597066956195
0.139,1.0,0.0,0.0006083529130749847,0.011564451189369584,0.2426918723014995
0.14,1.0,0.0,0.0006199809283690229,0.011691619596247713,0.2442047426215566
0.14100000000000001,1.0,0.0,0.0006317362317588876,0.011819026479353754,0.2457145876814794
0.14200000000000002,1.0,0.0,0.0006436190590257943,0.011946666458636299,0.24722141352103086
0.14300000000000002,1.0,0.0,0.0006556296406007258,0.012074534213580044,0.24872522616801324
0.14400000000000002,1.0,0.0,0.0006677682016236655,0.012202624482601511,0.25022603163829105
0.145,1.0,0.0,0.0006800349620022299,0.012330932062450799,0.2517238359358136
0.146,1.0,0.0,0.0006924301364697051,0.012459451807619308,0.25321864505263775
0.147,1.0,0.0,0.0007049539346424949,0.012588178629753385,0.2547104649689504
0.148,1.0,0.0,0.000717606561076985,0.012717107497073818,0.25619930165309107
0.149,1.0,0.0,0.0007303882153258289,0.01284623343380114,0.2576851610615746
0.15,1.0,0.0,0.0007432990919936637,0.012975551519586664,0.2591680491391135
0.151,1.0,0.0,0.0007563393807922577,0.013105056888949206,0.2606479718186406
0.152,1.0,0.0,0.0007695092665950999,0.013234744730717434,0.2621249350213312
0.153,1.0,0.0,0.000782808929491432,0.01336461028747779,0.263598944656626
0.154,1.0,0.0,0.0007962385448397334,0.013494648855027923,0.2650700066222527
0.155,1.0,0.0,0.0008097982833206611,0.013624855781835591,0.2665381268042492
0.156,1.0,0.0,0.0008234883109894511,0.013755226468502954,0.26800331107698533
0.157,1.0,0.0,0.0008373087893277881,0.013885756367236242,0.2694655653031853
0.158,1.0,0.0,0.0008512598752951455,0.014016440981320698,0.27092489533394987
0.159,1.0,0.0,0.0008653417213796052,0.014147275864600786,0.27238130700877883
0.16,1.0,0.0,0.0008795544756481582,0.014278256620965584,0.2738348061555928
0.161,1.0,0.0,0.0008938982817964945,0.014409378903839323,0.2752853985907557
0.162,1.0,0.0,0.0009083732791982856,0.01454063841567701,0.27673309011909647
0.163,1.0,0.0,0.0009229796029539648,0.014672030907465104,0.2781778865339316
0.164,1.0,0.0,0.000937717383939012,0.014803552178227175,0.27961979361708683
0.165,1.0,0.0,0.0009525867488517447,0.0149351980745345,0.2810588171389193
0.166,1.0,0.0,0.0009675878202606233,0.015066964490021558,0.2824949628583394
0.167,1.0,0.0,0.0009827207166510745,0.015198847364906364,0.283928236522833
0.168,1.0,0.0,0.0009979855524718368,0.015330842685515598,0.28535864386848286
0.169,1.0,0.0,0.0010133824381808336,0.015462946483814483,0.286786190619991
0.17,1.0,0.0,0.0010289114802905783,0.015595154836941358,0.2882108824907002
0.171,1.0,0.0,0.0010445727814131173,0.015727463866746904,0.2896327251826159
0.17200000000000001,1.0,0.0,0.0010603664403045136,0.01585986973933799,0.291051724386428
0.17300000000000001,1.0,0.0,0.001076292551908877,0.015992368664626052,0.29246788578153254
0.17400000000000002,1.0,0.0,0.0010923512074019442,0.016124956895880012,0.2938812150360534
0.17500000000000002,1.0,0.0,0.0011085424942342149,0.016257630729283663,0.2952917178068641
0.176,1.0,0.0,0.0011248664961736475,0.016390386503497473,0.29669939973960907
0.177,1.0,0.0,0.0011413232933479183,0.01652322059922476,0.2981042664687256
0.178,1.0,0.0,0.0011579129622862493,0.016656129438782235,0.2995063236174653
0.179,1.0,0.0,0.0011746355759608082,0.016789109485674816,0.3009055767979155
0.18,1.0,0.0,0.0011914912038276863,0.016922157244174698,0.30230203161102087
0.181,1.0,0.0,0.0012084799118674571,0.017055269258904646,0.3036956936466048
0.182,1.0,0.0,0.00122560176262532,0.017188442114425426,0.3050865684833909
0.183,1.0,0.0,0.0012428568152508337,0.017321672434827396,0.30647466168902415
0.184,1.0,0.0,0.0012602451255372435,0.01745495688332617,0.3078599788200927
0.185,1.0,0.0,0.001277766745960406,0.017588292161862307,0.30924252542214875
0.186,1.0,0.0,0.0012954217257173154,0.01772167501070504,0.31062230702973
0.187,1.0,0.0,0.001313210110764236,0.01785510220805994,0.31199932916638085
0.188,1.0,0.0,0.0013311319438544442,0.017988570569680513,0.31337359734467374
0.189,1.0,0.0,0.0013491872645755828,0.018122076948483695,0.3147451170662302
0.19,1.0,0.0,0.0013673761093866345,0.018255618234169175,0.316113893821742
0.191,1.0,0.0,0.0013856985116545166,0.01838919135284254,0.31747993309099226
0.192,1.0,0.0,0.0014041545016902986,0.01852279326664218,0.31884324034287664
0.193,1.0,0.0,0.0014227441067850512,0.018656420973369947,0.32020382103542416
0.194,1.0,0.0,0.001441467351245326,0.018790071506125484,0.3215616806158184
0.195,1.0,0.0,0.0014603242564282725,0.018923741932944223,0.32291682452041837
0.196,1.0,0.0,0.0014793148407763932,0.01905742935643902,0.3242692581747794
0.197,1.0,0.0,0.0014984391198519446,0.019191130913445355,0.32561898699367425
0.198,1.0,0.0,0.001517697106370984,0.019324843774670093,0.3269660163811136
0.199,1.0,0.0,0.0015370888102370656,0.01945856514434376,0.3283103517303673
0.2,1.0,0.0,0.0015566142385745928,0.01959229225987631,0.32965199842398496
0.201,1.0,0.0,0.0015762733957618263,0.01972602239151631,0.33099096183381654
0.202,1.0,0.0,0.001596066283463554,0.01985975284201358,0.33232724732103347
0.203,1.0,0.0,0.0016159929006634246,0.019993480946285145,0.33366086023614894
0.20400000000000001,1.0,0.0,0.00163605324369595,0.02012720407108462,0.3349918059190388
0.20500000000000002,1.0,0.0,0.0016562473062781775,0.02026091961467482,0.33632008969896227
0.20600000000000002,1.0,0.0,0.0016765750795410363,0.020394625006503696,0.3376457168945821
0.20700000000000002,1.0,0.0,0.0016970365520603626,0.02052831770688351,0.3389686928139856
0.20800000000000002,1.0,0.0,0.001717631709887604,0.02066199520667321,0.34028902275470485
0.209,1.0,0.0,0.0017383605365802102,0.020795655026963997,0.3416067120037373
0.21,1.0,0.0,0.0017592230132317073,0.020929294718768032,0.3429217658375663
0.211,1.0,0.0,0.0017802191185014664,0.021062911862710275,0.34423418952218127
0.212,1.0,0.0,0.0018013488286441625,0.021196504068723393,0.3455439883130983
0.213,1.0,0.0,0.0018226121175389306,0.02133006897574573,0.34685116745538036
0.214,1.0,0.0,0.001844008956718223,0.021463604251422325,0.34815573218365775
0.215,1.0,0.0,0.0018655393153963662,0.021597107591808877,0.34945768772214825
0.216,1.0,0.0,0.001887203160497826,0.02173057672107872,0.3507570392846774
0.217,1.0,0.0,0.001909000456685179,0.021864009391232713,0.3520537920746986
0.218,1.0,0.0,0.0019309311663867968,0.02199740338181205,0.35334795128531354
0.219,1.0,0.0,0.001952995249824244,0.02213075649961392,0.3546395220992921
0.22,1.0,0.0,0.0019751926650393927,0.02226406657841006,0.35592850968909256
0.221,1.0,0.0,0.001997523367921258,0.022397331478668073,0.3572149192168816
0.222,1.0,0.0,0.002019987312232555,0.022530549087275604,0.3584987558345544
0.223,1.0,0.0,0.002042584449635983,0.022663717317267216,0.35978002468375453
0.224,1.0,0.0,0.0020653147297202364,0.02279683410755405,0.36105873089589413
0.225,1.0,0.0,0.002088178100025748,0.02292989742265618,0.3623348795921736
0.226,1.0,0.0,0.0021111745060701636,0.023062905252437624,0.3636084758836015
0.227,1.0,0.0,0.002134303891373556,0.023195855611844077,0.3648795248710147
0.228,1.0,0.0,0.002157566197483376,0.023328746540643194,0.3661480316450979
0.229,1.0,0.0,0.002180961363999147,0.023461576103167542,0.3674140012864035
0.23,1.0,0.0,0.0022044893285969,0.023594342388060092,0.3686774388653714
0.231,1.0,0.0,0.0022281500270533595,0.023727043508022277,0.36993834944234877
0.232,1.0,0.0,0.0022519433932698765,0.023859677599564567,0.37119673806760956
0.233,1.0,0.0,0.002275869359296114,0.023992242822759562,0.3724526097813743
0.234,1.0,0.0,0.0022999278553534866,0.024124737360997548,0.37370596961382974
0.23500000000000001,1.0,0.0,0.0023241188098583583,0.024257159420744506,0.37495682258514834
0.23600000000000002,1.0,0.0,0.002348442149444995,0.02438950723130255,0.3762051737055078
0.23700000000000002,1.0,0.0,0.0023728977989882854,0.024521779044572773,0.3774510279751107
0.23800000000000002,1.0,0.0,0.0023974856816262203,0.02465397313482046,0.3786943903842039
0.23900000000000002,1.0,0.0,0.0024222057187821408,0.024786087798442668,0.37993526591309795
0.24,1.0,0.0,0.0024470578301867556,0.024918121353738137,0.3811736595321866
0.241,1.0,0.0,0.0024720419338999274,0.025050072140679513,0.3824095762019662
0.242,1.0,0.0,0.002497157946332234,0.025181938520687827,0.3836430208730548
0.243,1.0,0.0,0.0025224057822663074,0.025313718876409284,0.3848739984862118
0.244,1.0,0.0,0.0025477853548779433,0.025445411611494263,0.3861025139723569
0.245,1.0,0.0,0.0025732965757570003,0.025577015150378538,0.38732857225258965
0.246,1.0,0.0,0.002598939354928075,0.02570852793806669,0.3885521782382084
0.247,1.0,0.0,0.002624713600870964,0.025839948439917722,0.38977333683072973
0.248,1.0,0.0,0.0026506192205409105,0.025971275141432788,0.3909920529219073
0.249,1.0,0.0,0.0026766561193886425,0.026102506548045076,0.39220833139375116
0.25,1.0,0.0,0.0027028242013802015,0.026233641184911796,0.3934221771185467
0.251,1.0,0.0,0.002729123369016561,0.026364677596708262,0.3946335949588739
0.252,1.0,0.0,0.0027555535233530454,0.02649561434742402,0.395842589767626
0.253,1.0,0.0,0.0027821145640185394,0.026626450020161053,0.39704916638802873
0.254,1.0,0.0,0.0028088063892345045,0.026757183216933995,0.3982533296536592
0.255,1.0,0.0,0.00283562889583379,0.02688781255847236,0.39945508438846483
0.256,1.0,0.0,0.0028625819792792505,0.02701833668402474,0.400654435406782
0.257,1.0,0.0,0.0028896655336821675,0.027148754251165006,0.4018513875133551
0.258,1.0,0.0,0.0029168794518204793,0.027279063935600405,0.4030459455033553
0.259,1.0,0.0,0.0029442236251568197,0.027409264430981645,0.40423811416239935
0.26,1.0,0.0,0.0029716979438563647,0.027539354448714828,0.4054278982665681
0.261,1.0,0.0,0.0029993022968044986,0.027669332717775323,0.4066153025824255
0.262,1.0,0.0,0.0030270365716242873,0.027799197984523478,0.40780033186703707
0.263,1.0,0.0,0.0030549006546937737,0.0279289490125222,0.40898299086798856
0.264,1.0,0.0,0.00308289443116309,0.028058584582356355,0.41016328432340454
0.265,1.0,0.0,0.0031110177849713893,0.028188103491454005,0.4113412169619671
0.266,1.0,0.0,0.0031392705988636006,0.02831750455390942,0.41251679350293424
0.267,1.0,0.0,0.0031676527544070078,0.028446786600307875,0.41369001865615834
0.268,1.0,0.0,0.0031961641320076522,0.028575948477552227,0.4148608971221048
0.269,1.0,0.0,0.0032248046109265662,0.028704989048691208,0.41602943359187017
0.27,1.0,0.0,0.0032535740692958325,0.02883390719274946,0.417195632747201
0.271,1.0,0.0,0.0032824723841344754,0.02896270180455928,0.41835949926051175
0.272,1.0,0.0,0.0033114994313641873,0.029091371794594062,0.41952103779490335
0.273,1.0,0.0,0.003340655085824885,0.02921991608880339,0.42068025300418155
0.274,1.0,0.0,0.003369939221290105,0.029348333628449824,0.421837149532875
0.275,1.0,0.0,0.003399351710482235,0.029476623369947302,0.4229917320162536
0.276,1.0,0.0,0.0034288924250875864,0.029604784284701185,0.4241440050803467
0.277,1.0,0.0,0.003458561235771306,0.029732815358949893,0.4252939733419613
0.278,1.0,0.0,0.0034883580121921284,0.029860715593608166,0.4264416414086999
0.279,1.0,0.0,0.003518282623016978,0.029988484004111856,0.42758701387897907
0.28,1.0,0.0,0.0035483349359354105,0.030116119620264333,0.42873009534204715
0.281,1.0,0.0,0.003578514817673906,0.030243621486084397,0.42987089037800236
0.28200000000000003,1.0,0.0,0.003608822134010008,0.03037098865965574,0.4310094035578109
0.28300000000000003,1.0,0.0,0.003639256749786315,0.03049822021297793,0.4321456394433249
0.28400000000000003,1.0,0.0,0.0036698185289243193,0.030625315231818866,0.4332796025873002
0.28500000000000003,1.0,0.0,0.003700507334438106,0.030752272815568762,0.4344112975334144
0.28600000000000003,1.0,0.0,0.003731323028447901,0.03087909207709556,0.43554072881628475
0.28700000000000003,1.0,0.0,0.0037622654721934773,0.031005772142601827,0.4366679009614858
0.28800000000000003,1.0,0.0,0.003793334526047418,0.031132312151483085,0.4377928184855674
0.289,1.0,0.0,0.003824530049528241,0.031258711256187566,0.4389154858960724
0.29,1.0,0.0,0.00385585190131338,0.031384968622077375,0.4400359076915543
0.291,1.0,0.0,0.00388729993925203,0.03151108342729107,0.4411540883615952
0.292,1.0,0.0,0.0039188740203778575,0.03163705486260762,0.44227003238682305
0.293,1.0,0.0,0.00395057400092157,0.03176288213131171,0.4433837442389298
0.294,1.0,0.0,0.00398239973632336,0.03188856444906044,0.44449522838068856
0.295,1.0,0.0,0.004014351081245204,0.03201410104375136,0.4456044892659714
0.296,1.0,0.0,0.004046427889583046,0.032139491155391796,0.446711531339767
0.297,1.0,0.0,0.004078630014478835,0.03226473403596956,0.4478163590381978
0.298,1.0,0.0,0.004110957308332447,0.03238982894932491,0.44891897678853776
0.299,1.0,0.0,0.004143409622813471,0.03251477517102383,0.4500193890092299
0.3,1.0,0.0,0.004175986808872871,0.03263957198823256,0.45111760010990326
0.301,1.0,0.0,0.004208688716754527,0.03276421869959343,0.45221361449139075
0.302,1.0,0.0,0.004241515196006649,0.032888714615101934,0.4533074365457463
0.303,1.0,0.0,0.004274466095493066,0.03301305905598501,0.45439907065626206
0.304,1.0,0.0,0.004307541263404401,0.0331372513545806,0.455488521197486
0.305,1.0,0.0,0.004340740547269121,0.03326129085421838,0.4565757925352388
0.306,1.0,0.0,0.004374063793964467,0.033385176909101734,0.45766088902663127
0.307,1.0,0.0,0.0044075108497272746,0.03350890888419089,0.4587438150200816
0.308,1.0,0.0,0.004441081560164668,0.03363248615508725,0.4598245748553323
0.309,1.0,0.0,0.004474775770264646,0.033755908107918904,0.4609031728634675
0.31,1.0,0.0,0.00450859332440655,0.03387917413922724,0.46197961336692994
0.311,1.0,0.0,0.0045425340663714266,0.03400228365585477,0.4630539006795381
0.312,1.0,0.0,0.004576597839352266,0.034125236074834045,0.4641260391065032
0.313,1.0,0.0,0.004610784485964139,0.034248030823277736,0.4651960329444461
0.314,1.0,0.0,0.004645093848254228,0.03437066733826975,0.46626388648141454
0.315,1.0,0.0,0.004679525767711735,0.03449314506675753,0.4673296039968997
0.316,1.0,0.0,0.004714080085277701,0.03461546346544539,0.46839318976185335
0.317,1.0,0.0,0.004748756641354704,0.03473762200068893,0.4694546480387047
0.318,1.0,0.0,0.00478355527581646,0.03485962014839057,0.4705139830813771
0.319,1.0,0.0,0.004818475828017316,0.03498145739389607,0.471571199135305
0.32,1.0,0.0,0.004853518136801646,0.03510313323189214,0.4726263004374506
0.321,1.0,0.0,0.004888682040513137,0.035224647166305086,0.47367929121632063
0.322,1.0,0.0,0.004923967377003982,0.03534599871020044,0.4747301756919832
0.323,1.0,0.0,0.004959373983643967,0.03546718738568365,0.47577895807608434
0.324,1.0,0.0,0.004994901697329463,0.03558821272380178,0.4768256425718645
0.325,1.0,0.0,0.005030550354492316,0.03570907426444616,0.47787023337417545
0.326,1.0,0.0,0.005066319791108647,0.035829771556256045,0.47891273466949674
0.327,1.0,0.0,0.005102209842707551,0.03595030415652326,0.4799531506359523
0.328,1.0,0.0,0.005138220344379702,0.0360706716310978,0.48099148544332676
0.329,1.0,0.0,0.005174351130785861,0.036190873554294366,0.48202774325308234
0.33,1.0,0.0,0.005210602036165302,0.0363109095087999,0.4830619282183749
0.331,1.0,0.0,0.005246972894344129,0.036430779085581996,0.4840940444840706
0.332,1.0,0.0,0.005283463538743521,0.03655048188379827,0.4851240961867623
0.333,1.0,0.0,0.005320073802387868,0.03667001751070667,0.48615208745478566
0.334,1.0,0.0,0.005356803517912833,0.03678938558157662,0.487178022408236
0.335,1.0,0.0,0.005393652517573318,0.03690858571960116,0.48820190515898404
0.336,1.0,0.0,0.0054306206332513434,0.03702761755580989,0.4892237398106925
0.337,1.0,0.0,0.005467707696463841,0.037146480728982884,0.49024353045883234
0.338,1.0,0.0,0.0055049135383703615,0.037265174885565376,0.49126128119069884
0.339,1.0,0.0,0.0055422379897807,0.037383699679583396,0.49227699608542785
