scenario_id,sample_index,state_before,state,arm_request,run_request,shutdown_request,reset_request,estop_active,watchdog_heartbeat,watchdog_missed_samples,supply_voltage_v,supply_healthy,encoder_position_rad,encoder_sequence,encoder_healthy,encoder_valid,encoder_liveness_established,encoder_stale_age_samples,requested_motor_voltage_v,motor_command_v,command_saturated,relay_enable_command,relay_enable_feedback,relay_feedback_mismatch_samples,active_raw_fault_sources,invalid_input_fields,detected_faults,latched_faults,reset_accepted,reset_rejected,motor_position_rad,motor_speed_rad_s,motor_current_a,safe_output
estop_activation,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
estop_activation,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
estop_activation,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
estop_activation,5,RUNNING,FAULT_LATCHED,True,True,False,False,True,True,0,6.0,True,0.0,6,True,True,True,0,2.0,0.0,False,False,False,0,,,EMERGENCY_STOP,EMERGENCY_STOP,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
watchdog_timeout,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
watchdog_timeout,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
watchdog_timeout,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
watchdog_timeout,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
watchdog_timeout,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
watchdog_timeout,5,RUNNING,RUNNING,True,True,False,False,False,False,1,6.0,True,0.0,6,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,5.30146513637e-09,7.93632928707e-06,0.00798402120609,False
watchdog_timeout,6,RUNNING,RUNNING,True,True,False,False,False,False,2,6.0,True,0.0,7,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,1.78389992071e-08,1.77856636754e-05,0.0119640715359,False
watchdog_timeout,7,RUNNING,FAULT_LATCHED,True,True,False,False,False,False,3,6.0,True,0.0,8,True,True,True,0,2.0,0.0,False,False,False,0,,,WATCHDOG_TIMEOUT,WATCHDOG_TIMEOUT,False,False,4.14941994985e-08,2.95012268921e-05,0.0119401668323,True
stale_encoder_telemetry,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
stale_encoder_telemetry,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
stale_encoder_telemetry,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
stale_encoder_telemetry,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
stale_encoder_telemetry,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
stale_encoder_telemetry,5,RUNNING,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,1,2.0,2.0,False,True,True,0,,,,,False,False,5.30146513637e-09,7.93632928707e-06,0.00798402120609,False
stale_encoder_telemetry,6,RUNNING,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,2,2.0,2.0,False,True,True,0,,,,,False,False,1.78389992071e-08,1.77856636754e-05,0.0119640715359,False
stale_encoder_telemetry,7,RUNNING,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,3,2.0,0.0,False,False,False,0,,,ENCODER_STALE,ENCODER_STALE,False,False,4.14941994985e-08,2.95012268921e-05,0.0119401668323,True
encoder_failure,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
encoder_failure,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
encoder_failure,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
encoder_failure,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
encoder_failure,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
encoder_failure,5,RUNNING,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,6,False,True,True,0,2.0,0.0,False,False,False,0,,,ENCODER_FAILURE,ENCODER_FAILURE,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
relay_feedback_failure,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
relay_feedback_failure,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
relay_feedback_failure,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
relay_feedback_failure,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
relay_feedback_failure,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
relay_feedback_failure,5,RUNNING,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,6,True,True,True,0,2.0,0.0,False,True,False,1,RELAY_FEEDBACK_FAILURE,,,,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,False
relay_feedback_failure,6,RUNNING,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,7,True,True,True,0,2.0,0.0,False,False,False,2,RELAY_FEEDBACK_FAILURE,,RELAY_FEEDBACK_FAILURE,RELAY_FEEDBACK_FAILURE,False,False,1.25375340708e-08,9.84933438838e-06,0.00398005032979,True
undervoltage,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
undervoltage,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
undervoltage,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
undervoltage,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
undervoltage,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
undervoltage,5,RUNNING,FAULT_LATCHED,True,True,False,False,False,True,0,4.4,False,0.0,6,True,True,True,0,2.0,0.0,False,False,False,0,,,UNDERVOLTAGE,UNDERVOLTAGE,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
command_voltage_saturation,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
command_voltage_saturation,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
command_voltage_saturation,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
command_voltage_saturation,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
command_voltage_saturation,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
command_voltage_saturation,5,RUNNING,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,6,True,True,True,0,6.1,6.0,True,True,True,0,,,,,False,False,6.63080672119e-09,1.19203705307e-05,0.0159760265102,False
fault_latching,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
fault_latching,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
fault_latching,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
fault_latching,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
fault_latching,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
fault_latching,5,RUNNING,FAULT_LATCHED,True,True,False,False,False,True,0,4.4,False,0.0,6,True,True,True,0,2.0,0.0,False,False,False,0,,,UNDERVOLTAGE,UNDERVOLTAGE,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
fault_latching,6,FAULT_LATCHED,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,7,True,True,True,0,2.0,0.0,False,False,False,0,,,,UNDERVOLTAGE,False,False,1.25375340708e-08,9.84933438838e-06,0.00398005032979,True
fault_latching,7,FAULT_LATCHED,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,8,True,True,True,0,2.0,0.0,False,False,False,0,,,,UNDERVOLTAGE,False,False,2.43198710838e-08,1.37075838384e-05,0.0039720979485,True
fault_latching,8,FAULT_LATCHED,FAULT_LATCHED,True,True,False,False,False,True,0,6.0,True,0.0,9,True,True,True,0,2.0,0.0,False,False,False,0,,,,UNDERVOLTAGE,False,False,3.99372701036e-08,1.75195381958e-05,0.00396416137946,True
rejected_unsafe_restart,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
rejected_unsafe_restart,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
rejected_unsafe_restart,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
rejected_unsafe_restart,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
rejected_unsafe_restart,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
rejected_unsafe_restart,5,RUNNING,FAULT_LATCHED,True,True,False,False,True,True,0,6.0,True,0.0,6,True,True,True,0,2.0,0.0,False,False,False,0,,,EMERGENCY_STOP,EMERGENCY_STOP,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
rejected_unsafe_restart,6,FAULT_LATCHED,FAULT_LATCHED,True,True,False,True,False,True,0,6.0,True,0.0,7,True,True,True,0,2.0,0.0,False,False,False,0,,,,EMERGENCY_STOP,False,True,1.25375340708e-08,9.84933438838e-06,0.00398005032979,True
successful_controlled_recovery,0,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,1,True,True,False,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
successful_controlled_recovery,1,SAFE_STARTUP,SAFE_STARTUP,False,False,False,False,False,True,0,6.0,True,0.0,2,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
successful_controlled_recovery,2,SAFE_STARTUP,READY,False,False,False,False,False,True,0,6.0,True,0.0,3,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
successful_controlled_recovery,3,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,4,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,0.0,0.0,0.0,True
successful_controlled_recovery,4,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,5,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,6.64670792413e-10,1.99202062182e-06,0.00399600265205,False
successful_controlled_recovery,5,RUNNING,FAULT_LATCHED,True,True,False,False,True,True,0,6.0,True,0.0,6,True,True,True,0,2.0,0.0,False,False,False,0,,,EMERGENCY_STOP,EMERGENCY_STOP,False,False,4.63679434396e-09,5.94430866525e-06,0.00398801855405,True
successful_controlled_recovery,6,FAULT_LATCHED,SAFE_SHUTDOWN,False,False,False,True,False,True,0,6.0,True,0.0,7,True,True,True,0,0.0,0.0,False,False,False,0,,,,,True,False,1.25375340708e-08,9.84933438838e-06,0.00398005032979,True
successful_controlled_recovery,7,SAFE_SHUTDOWN,SAFE_SHUTDOWN,False,False,False,False,False,True,0,6.0,True,0.0,8,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,2.43198710838e-08,1.37075838384e-05,0.0039720979485,True
successful_controlled_recovery,8,SAFE_SHUTDOWN,READY,False,False,False,False,False,True,0,6.0,True,0.0,9,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,3.99372701036e-08,1.75195381958e-05,0.00396416137946,True
successful_controlled_recovery,9,READY,READY,False,False,False,False,False,True,0,6.0,True,0.0,10,True,True,True,0,0.0,0.0,False,False,False,0,,,,,False,False,5.93436746182e-08,2.12856738225e-05,0.00395624059199,True
successful_controlled_recovery,10,READY,RUNNING,True,True,False,False,False,True,0,6.0,True,0.0,11,True,True,True,0,2.0,2.0,False,True,True,0,,,,,False,False,8.31581728805e-08,2.69984829321e-05,0.00794433820751,False
